Column2,Month,Year,PO#,Invoice Date,Invoice#, total Invoice Amt ,TRS,Project2, Amount ,Cost Centre,Order#,Column3,Column1,,,,,,,,,,,,
vendor 1038,Sep,2022,6101219240,2022-09-30,BILL003199," $17,593.75 ",SDS9089109,Windows 10 Project Admin," $7,125.00 ",165239,311107147,FVN,9184,,,,,,,,,,,,
vendor 1038,Sep,2022,6101219240,2022-09-30,BILL003199," $17,593.75 ",SDS9090166,Intrusion Detection Management, $406.25 ,171205,411113680,TTB,9185,,,,,,,,,,,,
vendor 1038,Sep,2022,6101219240,2022-09-30,BILL003199," $17,593.75 ",SDS9090248,LIM - I - Database SRVs," $4,968.75 ",195006,311107300,SKJ,9186,,,,,,,,,,,,
vendor 1038,Sep,2022,6101219240,2022-09-30,BILL003199," $17,593.75 ",SDS9090150,Transformation  Fund , $62.50 ,Invoice,311107215,ZDT,9187,,,,,,,,,,,,
vendor 1038,Sep,2022,6101219240,2022-09-30,BILL003199," $17,593.75 ",SDS9090149,LAB - Microsoft Dynamics GP Upgrade," $1,812.50 ",110508,311107249,DRLL,9188,,,,,,,,,,,,
vendor 1029,Sep,2022,6101219262,2022-09-30,S38994," $9,668.75 ",SDS9090328,ACIS Maintenance," $9,668.75 ",171318,941192582,TTB,9189,,,,,,,,,,,,
vendor 1031,May,2022,6101216073,2022-05-31,21055," $2,635.00 ",RtQ086192,new," $2,635.00 ",171318,941184306,TTB,9190,,,,,,,,,,,,
vendor 1031,Sep,2022,6101216073,2022-09-30,22099," $22,475.00 ",SDS9090363,Project-295 - eConsent," $22,475.00 ",171225,411113663,TZN,9191,,,,,,,,,,,,
vendor 1041,Sep,2022,6101222423,2022-10-10,2566," $28,275.00 ",SDS9090345,Solution Design and Delivery Process  Mapping," $28,275.00 ",171318,941192720,TTB,9192,,,,,,,,,,,,
vendor 1036,Sep,2022,6101200163B,2022-09-30,181," $17,110.00 ",SDS9090379,Corporate Legal Billing System - Scope-1," $3,599.00 ",171318,0,TTB,9193,,,,,,,,,,,,
vendor 1036,Sep,2022,6101200163B,2022-09-30,181," $17,110.00 ",SDS9090251,Project-246-Surveyor Divices-Scope-1," $1,652.00 ",930083633,311107502,FLM,9194,,,,,,,,,,,,
vendor 1036,Sep,2022,6101200163B,2022-09-30,181," $17,110.00 ",SDS9090135,INR - URPF (Urban Reserve Policy Framework)," $5,015.00 ",930075523,311107219,TT,9195,,,,,,,,,,,,
vendor 1036,Sep,2022,6101200163B,2022-09-30,181," $17,110.00 ",SDS9090317,Project-273 -  CFSA Security Upgrade - Scope-1," $2,360.00 ",171293,941192091,FLM,9196,,,,,,,,,,,,
vendor 1036,Sep,2022,6101200163B,2022-09-30,181," $17,110.00 ",SDS9090315,Project-272 - SAMIN Business Intelligence Application - Scope-1," $4,484.00 ",171293,941192089,FLM,9197,,,,,,,,,,,,
vendor 1030,Sep,2022,6101219242,2022-09-30,189," $16,835.00 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $16,835.00 ",171318,941192357,TTB,9198,,,,,,,,,,,,
vendor 1023,Sep,2022,6101215850,2022-09-30,IS-224924," $19,647.50 ",SDS9090248,LIM - I - Database SRVs," $4,031.13 ",195006,311107300,SKJ,9199,,,,,,,,,,,,
vendor 1023,Sep,2022,6101215850,2022-09-30,IS-224924," $19,647.50 ",SDS9089821,Aquarius Maintenance," $1,897.00 ",930074621,311107199,MV,9200,,,,,,,,,,,,
vendor 1023,Sep,2022,6101215850,2022-09-30,IS-224924," $19,647.50 ",SDS9089762,SKJ - R - Database SRVs," $3,794.00 ",100013000,311107191,SKJ,9201,,,,,,,,,,,,
vendor 1023,Sep,2022,6101215850,2022-09-30,IS-224924," $19,647.50 ",SDS9090150,Transformation  Fund ," $2,100.25 ",Invoice,311107215,ZDT,9202,,,,,,,,,,,,
vendor 1023,Sep,2022,6101215850,2022-09-30,IS-224924," $19,647.50 ",SDS9090373,Project-296 - ERP - ERP Modernization - Scope-1, $406.50 ,940005087,311107461,ZDJ,9203,,,,,,,,,,,,
vendor 1023,Sep,2022,6101215850,2022-09-30,IS-224924," $19,647.50 ",SDS9090239,PRISM - Request for SRV," $4,607.00 ",930085236,311107261,SKJ,9204,,,,,,,,,,,,
vendor 1023,Sep,2022,6101215850,2022-09-30,IS-224924," $19,647.50 ",SDS9090324,"Project-281 - New Inspection, Payment and Permitting portal (IT Roadmap) - Scope-1", $304.88 ,171293,941192099,MR,9205,,,,,,,,,,,,
vendor 1023,Sep,2022,6101215850,2022-09-30,IS-224924," $19,647.50 ",SDS9090149,LAB - Microsoft Dynamics GP Upgrade," $2,506.75 ",110508,311107249,DRLL,9206,,,,,,,,,,,,
vendor 1031,Sep,2022,6101226268,2022-09-30,22139," $18,270.00 ",SDS9090310,Project-264 - CYS PurelyHR - Scope-1," $5,386.50 ",171293,941192082,DRLL,9207,,,,,,,,,,,,
vendor 1031,Sep,2022,6101226268,2022-09-30,22139," $18,270.00 ",SDS9090355,Project-292-Traffic Management System - Implementation," $6,741.00 ",140010,311107403,ZDK,9208,,,,,,,,,,,,
vendor 1031,Sep,2022,6101226268,2022-09-30,22139," $18,270.00 ",SDS9090313,Project-267 - MOGWIS System Replacement - Scope-1, $756.00 ,171293,941192086,TZN,9209,,,,,,,,,,,,
vendor 1031,Sep,2022,6101226268,2022-09-30,22139," $18,270.00 ",SDS9090321,Project-275 - PGT SOA Accounting System Replacement - Scope-1," $5,386.50 ",171293,941192094,FVN,9210,,,,,,,,,,,,
vendor 1031,Aug,2022,6101226268,2022-09-30,22138," $6,394.50 ",SDS9090310,Project-264 - CYS PurelyHR - Scope-1," $1,323.00 ",171293,941192082,DRLL,9211,,,,,,,,,,,,
vendor 1031,Aug,2022,6101226268,2022-09-30,22138," $6,394.50 ",SDS9090355,Project-292-Traffic Management System - Implementation," $1,984.50 ",140010,311107403,ZDK,9212,,,,,,,,,,,,
vendor 1031,Aug,2022,6101226268,2022-09-30,22138," $6,394.50 ",SDS9090313,Project-267 - MOGWIS System Replacement - Scope-1," $1,764.00 ",171293,941192086,TZN,9213,,,,,,,,,,,,
vendor 1031,Aug,2022,6101226268,2022-09-30,22138," $6,394.50 ",SDS9090321,Project-275 - PGT SOA Accounting System Replacement - Scope-1," $1,323.00 ",171293,941192094,FVN,9214,,,,,,,,,,,,
vendor 1003,Sep,2022,6101215865,2022-09-30,3674," $20,995.00 ",SDS9090360,EchoW," $3,315.00 ",171318,941192795,TTB,9215,,,,,,,,,,,,
vendor 1003,Sep,2022,6101215865,2022-09-30,3674," $20,995.00 ",SDS9090226,0119-14-Project B - IP Telephony," $17,680.00 ",171318,941192498,TTB,9216,,,,,,,,,,,,
vendor 1005,Sep,2022,6101209279,2022-09-30,21.09.05," $19,597.50 ",SDS9090360,Project-294 - Masterpiece Regular Maintenance - Scope-1," $11,180.00 ",171318,941192795,TTB,9217,,,,,,,,,,,,
vendor 1005,Sep,2022,6101209279,2022-09-30,21.09.05," $19,597.50 ",SDS9090394,Project-309 - DBTextWorks/WebpublisherPro Upgrade - Scope-1," $6,337.50 ",175826; 175889,311107481,MHST,9218,,,,,,,,,,,,
vendor 1005,Sep,2022,6101209279,2022-09-30,21.09.05," $19,597.50 ",SDS9090121,FOUR – MDA Reduction of Manual Functions (Project-124)," $2,080.00 ",160207,311107216,FLM,9219,,,,,,,,,,,,
vendor 1041,Aug,2022,6101214155,2022-09-10,2540," $7,665.00 ",RtQ090333,Cyber Risk Reduction ," $7,665.00 ",171225,411113962,TTB,9220,,,,,,,,,,,,
vendor 1041,Sep,2022,6101214155,2022-10-11,2587," $5,407.50 ",RtQ090333,Cyber Risk Reduction ," $5,407.50 ",171225,411113962,TTB,9221,,,,,,,,,,,,
vendor 1033,Sep,2022,6101222426,2022-09-30,C708398," $13,775.00 ",RtQ090054,Microsoft 365  (Project-193)," $13,062.50 ",171225,941188172,TTB,9222,,,,,,,,,,,,
vendor 1033,Sep,2022,6101222426,2022-09-30,C708398," $13,775.00 ",SDS9090192,MNP Incident Response, $712.50 ,215122,311104241,MR,9223,,,,,,,,,,,,
vendor 1005,Sep,2022,6101219530,2022-09-30,21.09.124," $29,225.00 ",SDS9090215,Student-Aid Backend Integration - Scope-1 (Project-123)," $4,165.00 ",111173,311107266,DRLL,9224,,,,,,,,,,,,
vendor 1005,Sep,2022,6101219530,2022-09-30,21.09.124," $29,225.00 ",SDS9090298,Project-261 - LEG SRV Harmonization - Scope-1," $15,960.00 ",930075855,311107420,TT,9225,,,,,,,,,,,,
vendor 1005,Sep,2022,6101219530,2022-09-30,21.09.124," $29,225.00 ",SDS9089589,XY 1805 - Furgo Ivision Software - Imp," $4,935.00 ",200040921,311107181,MV,9226,,,,,,,,,,,,
vendor 1005,Sep,2022,6101219530,2022-09-30,21.09.124," $29,225.00 ",SDS9090260,Project-247-MB Child Care Search Tool - Scope-1," $3,115.00 ",195112,311107506,SKJ,9227,,,,,,,,,,,,
vendor 1005,Sep,2022,6101219530,2022-09-30,21.09.124," $29,225.00 ",SDS9090232,Licensing , $490.00 ,215746,311107508,MR,9228,,,,,,,,,,,,
vendor 1005,Sep,2022,6101219530,2022-09-30,21.09.124," $29,225.00 ",SDS9089753,Agile Process Activities, $560.00 ,111508,311107186,LGR,9229,,,,,,,,,,,,
vendor 1016,Sep,2022,6101222617,2022-09-30,21189," $9,135.00 ",SDS9090362,LEGOT Modernization - IA," $9,135.00 ",171293,941192090,TTB,9230,,,,,,,,,,,,
vendor 1027,Aug,2022,6101186298,2022-09-09,9202038389," $14,173.75 ",SDS9090315,Project-272 - SAMIN Business Intelligence Application - Scope-1," $6,900.00 ",171293,941192089,FLM,9231,,,,,,,,,,,,
vendor 1027,Aug,2022,6101186298,2022-09-09,9202038389," $14,173.75 ",SDS9089648,XY 2747 Website Searchable DB," $4,485.00 ",930084808,311107183,SKJ,9232,,,,,,,,,,,,
vendor 1027,Aug,2022,6101186298,2022-09-09,9202038389," $14,173.75 ",SDS9089258,TCF122 - Collections - Scope-1," $2,788.75 ",100012702,311107164,SKJ,9233,,,,,,,,,,,,
vendor 1027,Sep,2022,6101225178,2022-10-07,9202039110," $14,500.00 ",SDS9089648,XY 2747 Website Searchable DB," $4,375.00 ",930084808,311107183,SKJ,9234,,,,,,,,,,,,
vendor 1027,Sep,2022,6101225178,2022-10-07,9202039110," $14,500.00 ",SDS9090315,Project-272 - SAMIN Business Intelligence Application - Scope-1," $10,125.00 ",171293,941192089,FLM,9235,,,,,,,,,,,,
vendor 1027,Sep,2022,6101186298,2022-10-07,9202039113, $833.75 ,SDS9089648,XY 2747 Website Searchable DB, $258.75 ,930084808,311107183,SKJ,9236,,,,,,,,,,,,
vendor 1027,Sep,2022,6101186298,2022-10-07,9202039113, $833.75 ,SDS9090315,Project-272 - SAMIN Business Intelligence Application - Scope-1, $575.00 ,171293,941192089,FLM,9237,,,,,,,,,,,,
vendor 1005,Sep,2022,6101223626,2022-09-30,21.09.70," $18,330.00 ",SDS9090387,SAMIN-358295-MHSC-Format-Change," $18,330.00 ",171318,0,TTB,9238,,,,,,,,,,,,
vendor 1038,Sep,2022,6101219261,2022-09-30,BILL003198," $15,600.00 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $15,600.00 ",171318,941192357,TTB,9239,,,,,,,,,,,,
vendor 1003,Sep,2022,6101222417,2022-09-30,3678," $24,180.00 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $24,180.00 ",171318,941192357,TTB,9240,,,,,,,,,,,,
vendor 1027,Sep,2022,6101215754,2022-10-07,9202039109," $16,530.00 ",VPC7089572,TCF134 - Robotic Process Automation Sco," $16,530.00 ",171194,941184594,TTB,9241,,,,,,,,,,,,
vendor 1041,Sep,2022,6101201385,2022-10-09,2555," $10,260.00 ",SDS9090012,MB Phone Book Requests, $30.00 ,250163/IO 930090553,311107204,ZDT,9242,,,,,,,,,,,,
vendor 1041,Sep,2022,6101201385,2022-10-09,2555," $10,260.00 ",SDS9090105,Corporater - Balanced Scorecard," $5,280.00 ",195403; IO 100013486; PO 4501231722,311107217,SKJ,9243,,,,,,,,,,,,
vendor 1041,Sep,2022,6101201385,2022-10-09,2555," $10,260.00 ",SDS9089877,Travel MB GP Upgrade to 2016 - 0," $4,950.00 ",165039,311107504,FVN,9244,,,,,,,,,,,,
vendor 1005,Sep,2022,6101207388,2022-09-30,21.09.27," $20,300.00 ",SDS9089468,ProjectOffice," $2,275.00 ",200040928,311107087,MV,9245,,,,,,,,,,,,
vendor 1005,Sep,2022,6101207388,2022-09-30,21.09.27," $20,300.00 ",SDS9090194,FleetNet Replacement Project," $5,600.00 ",215747,311107059,MR,9246,,,,,,,,,,,,
vendor 1005,Sep,2022,6101207388,2022-09-30,21.09.27," $20,300.00 ",SDS9090190,Project B- Finance Process Documentation, $280.00 ,215122,311107242,MR,9247,,,,,,,,,,,,
vendor 1005,Sep,2022,6101207388,2022-09-30,21.09.27," $20,300.00 ",SDS9090211,Microsoft 365 Project - Phase 2 (Project-202)," $11,935.00 ",165155,311107058,FVN,9248,,,,,,,,,,,,
vendor 1005,Sep,2022,6101207388,2022-09-30,21.09.27," $20,300.00 ",SDS9090351,Project-291 - Completion Families IT Roadmap - Scope-1, $210.00 ,0,311107501,MV,9249,,,,,,,,,,,,
vendor 1002,Sep,2022,6101201370,2022-09-30,CINV1415225," $17,010.00 ",SDS9089935,Map Gallery (IEM) -  Maintenance," $4,950.00 ",930086694,311107203,DRLL,9250,,,,,,,,,,,,
vendor 1002,Sep,2022,6101201370,2022-09-30,CINV1415225," $17,010.00 ",SDS9090310,Project-264 - CYS PurelyHR - Scope-1," $1,650.00 ",171293,941192082,DRLL,9251,,,,,,,,,,,,
vendor 1002,Sep,2022,6101201370,2022-09-30,CINV1415225," $17,010.00 ",SDS9089648,XY 2747 Website Searchable DB, $180.00 ,930084808,311107183,SKJ,9252,,,,,,,,,,,,
vendor 1002,Sep,2022,6101201370,2022-09-30,CINV1415225," $17,010.00 ",SDS9089258,TCF122 - Collections - Scope-1," $10,230.00 ",100012702,311107164,SKJ,9253,,,,,,,,,,,,
vendor 1002,Aug,2022,6101201370,2022-09-09,CINV1401877," $17,190.00 ",SDS9089935,Map Gallery (IEM) -  Maintenance," $4,350.00 ",930086694,311107203,DRLL,9254,,,,,,,,,,,,
vendor 1002,Aug,2022,6101201370,2022-09-09,CINV1401877," $17,190.00 ",SDS9090310,Project-264 - CYS PurelyHR - Scope-1, $780.00 ,171293,941192082,DRLL,9255,,,,,,,,,,,,
vendor 1002,Aug,2022,6101201370,2022-09-09,CINV1401877," $17,190.00 ",SDS9089258,TCF122 - Collections - Scope-1," $5,190.00 ",100012702,311107164,SKJ,9256,,,,,,,,,,,,
vendor 1002,Aug,2022,6101201370,2022-09-09,CINV1401877," $17,190.00 ",SDS9089648,XY 2747 Website Searchable DB," $5,280.00 ",930084808,311107183,SKJ,9257,,,,,,,,,,,,
vendor 1002,Aug,2022,6101201370,2022-09-09,CINV1401877," $17,190.00 ",SDS9090315,Project-272 - SAMIN Business Intelligence Application - Scope-1," $1,590.00 ",171293,941192089,FLM,9258,,,,,,,,,,,,
vendor 1041,Aug,2022,6101223621,2022-10-06,2548," $22,076.25 ",SDS9090314,Project-271 -  IT Transformation Plan - Scope-1," $7,612.50 ",171293,941192092,FLM,9259,,,,,,,,,,,,
vendor 1041,Aug,2022,6101223621,2022-10-06,2548," $22,076.25 ",SDS9090317,Project-273 -  CFSA Security Upgrade - Scope-1," $6,851.25 ",171293,941192091,FLM,9260,,,,,,,,,,,,
vendor 1041,Aug,2022,6101223621,2022-10-06,2548," $22,076.25 ",SDS9090319,Project-274 -  inFACT Security Upgrade - Scope-1," $7,612.50 ",171293,941192093,FVN,9261,,,,,,,,,,,,
vendor 1041,Sep,2022,6101223621,2022-10-13,2596," $21,025.00 ",SDS9090314,Project-271 -  IT Transformation Plan - Scope-1," $7,250.00 ",171293,941192092,FLM,9262,,,,,,,,,,,,
vendor 1041,Sep,2022,6101223621,2022-10-13,2596," $21,025.00 ",SDS9090317,Project-273 -  CFSA Security Upgrade - Scope-1," $6,525.00 ",171293,941192091,FLM,9263,,,,,,,,,,,,
vendor 1041,Sep,2022,6101223621,2022-10-13,2596," $21,025.00 ",SDS9090319,Project-274 -  inFACT Security Upgrade - Scope-1," $7,250.00 ",171293,941192093,FVN,9264,,,,,,,,,,,,
vendor 1023,Aug,2022,6101222263,2022-08-31,IS-223718," $9,860.00 ",SDS9090215,Student-Aid Backend Integration - Scope-1 (Project-123)," $1,173.00 ",111173,311107266,DRLL,9265,,,,,,,,,,,,
vendor 1023,Aug,2022,6101222263,2022-08-31,IS-223718," $9,860.00 ",SDS9090160,"Integration of PRS, PSS and Mobile App into eLicensing"," $4,131.00 ",165031,311107052,FVN,9266,,,,,,,,,,,,
vendor 1023,Aug,2022,6101222263,2022-08-31,IS-223718," $9,860.00 ",SDS9090337,Project-283 - TraCS - Fire Investigation RMS - Scope-1," $2,091.00 ",195113,195113,SKJ,9267,,,,,,,,,,,,
vendor 1023,Aug,2022,6101222263,2022-08-31,IS-223718," $9,860.00 ",SDS9090260,Project-247-MB Child Care Search Tool - Scope-1," $1,938.00 ",195112,311107506,SKJ,9268,,,,,,,,,,,,
vendor 1023,Aug,2022,6101222263,2022-08-31,IS-223718," $9,860.00 ",SDS9090313,Project-267 - MOGWIS System Replacement - Scope-1, $204.00 ,171293,941192086,TZN,9269,,,,,,,,,,,,
vendor 1023,Aug,2022,6101222263,2022-08-31,IS-223718," $9,860.00 ",SDS9090315,Project-272 - SAMIN Business Intelligence Application - Scope-1, $323.00 ,171293,941192089,FLM,9270,,,,,,,,,,,,
vendor 1023,Sep,2022,6101222263,2022-09-30,IS-224846," $9,860.00 ",SDS9090160,"Integration of PRS, PSS and Mobile App into eLicensing"," $2,805.00 ",165031,311107052,FVN,9271,,,,,,,,,,,,
vendor 1023,Sep,2022,6101222263,2022-09-30,IS-224846," $9,860.00 ",SDS9090337,Project-283 - TraCS - Fire Investigation RMS - Scope-1," $3,094.00 ",195113,195113,SKJ,9272,,,,,,,,,,,,
vendor 1023,Sep,2022,6101222263,2022-09-30,IS-224846," $9,860.00 ",SDS9090260,Project-247-MB Child Care Search Tool - Scope-1," $3,553.00 ",195112,311107506,SKJ,9273,,,,,,,,,,,,
vendor 1023,Sep,2022,6101222263,2022-09-30,IS-224846," $9,860.00 ",SDS9090313,Project-267 - MOGWIS System Replacement - Scope-1, $408.00 ,171293,941192086,TZN,9274,,,,,,,,,,,,
vendor 1030,Sep,2022,6101222272,2022-09-30,2981," $16,132.50 ",SDS9090352,SPD - Child Care Online - Enhancements," $16,132.50 ",171318,941184297,TTB,9275,,,,,,,,,,,,
vendor 1023,Sep,2022,6101219246,2022-09-30,IS-224847," $16,820.00 ",SDS9089258,TCF122 - Collections - Scope-1, $406.00 ,100012702,311107164,SKJ,9276,,,,,,,,,,,,
vendor 1023,Sep,2022,6101219246,2022-09-30,IS-224847," $16,820.00 ",SOM7081794,DDD Annual Subscription," $1,450.00 ",930092432,171318,TTB,9277,,,,,,,,,,,,
vendor 1023,Sep,2022,6101219246,2022-09-30,IS-224847," $16,820.00 ",SDS9090150,Transformation  Fund , $174.00 ,Invoice,311107215,ZDT,9278,,,,,,,,,,,,
vendor 1023,Sep,2022,6101219246,2022-09-30,IS-224847," $16,820.00 ",SOM7081805,DDD Annual Subscription," $14,761.00 ",171318,941192432,TTB,9279,,,,,,,,,,,,
vendor 1023,Sep,2022,6101219246,2022-09-30,IS-224847," $16,820.00 ",SDS9090149,LAB - Microsoft Dynamics GP Upgrade, $29.00 ,110508,311107249,DRLL,9280,,,,,,,,,,,,
vendor 1005,Sep,2022,6101219248,2022-09-30,21.09.80," $20,300.00 ",SDS9089357,TCF132 Vital Stats Online ," $5,845.00 ",214347,941191955,FVN,9281,,,,,,,,,,,,
vendor 1005,Sep,2022,6101219248,2022-09-30,21.09.80," $20,300.00 ",SDS9089761,MI - HIS Replacement Project (Project-027)," $6,930.00 ",100013025,311107192,MV,9282,,,,,,,,,,,,
vendor 1005,Sep,2022,6101219248,2022-09-30,21.09.80," $20,300.00 ",SDS9089456,Pandemic Planning," $7,525.00 ",200040925,311107166,MV,9283,,,,,,,,,,,,
vendor 1030,Sep,2022,6101228053,2022-09-30,2936," $10,556.00 ",SDS9090311,Project-265 - Fishery Management System - Scope-1," $2,436.00 ",171293,941192081,DRLL,9284,,,,,,,,,,,,
vendor 1030,Sep,2022,6101228053,2022-09-30,2936," $10,556.00 ",SDS9090342,Project-286 - Vital Statistics Online Registration of Vital Events - Scope-1," $3,248.00 ",165155,165155,FVN,9285,,,,,,,,,,,,
vendor 1030,Sep,2022,6101228053,2022-09-30,2936," $10,556.00 ",SDS9090373,Project-296 - ERP - ERP Modernization - Scope-1," $2,436.00 ",940005087,311107461,ZDJ,9286,,,,,,,,,,,,
vendor 1030,Sep,2022,6101228053,2022-09-30,2936," $10,556.00 ",SDS9090393,Project-285 - Justice Phone System - Scope-1," $2,436.00 ",171293,411114208,FVN,9287,,,,,,,,,,,,
vendor 1008,Sep,2022,6101165707,2022-10-01,209908," $19,068.75 ",SDS9089876,InFACT Requests," $17,448.75 ",210095,311107201,VNR,9288,,,,,,,,,,,,
vendor 1008,Sep,2022,6101165707,2022-10-01,209908," $19,068.75 ",SDS9090279,INR - Leaf Rapids Initiative," $1,620.00 ",210163,311107268,VNR,9289,,,,,,,,,,,,
vendor 1038,Sep,2022,6101219225,2022-09-30,BILL003201," $17,291.25 ",RtQ089502,"Project Management (For the Weeks Ending September 11, 18, 25)"," $17,291.25 ",171318,941192357,TTB,9290,,,,,,,,,,,,
vendor 1011,Sep,2022,6101195574,2022-09-30,858," $18,062.50 ",SDS9089019,Project-1133 - MTRR - Citrix Farm Upgrade, $343.75 ,250227,311107069,ZDT,9291,,,,,,,,,,,,
vendor 1011,Sep,2022,6101195574,2022-09-30,858," $18,062.50 ",SDS9089821,Aquarius Maintenance," $3,437.50 ",930074621,311107199,MV,9292,,,,,,,,,,,,
vendor 1011,Sep,2022,6101195574,2022-09-30,858," $18,062.50 ",SDS9089018,PNP Enhancement - D & I, $125.00 ,250227,311107069,ZDT,9293,,,,,,,,,,,,
vendor 1011,Sep,2022,6101195574,2022-09-30,858," $18,062.50 ",SDS9090323,Project-279 - Staff Scheduling - Scope-1," $4,625.00 ",171293,941192098,SKJ,9294,,,,,,,,,,,,
vendor 1011,Sep,2022,6101195574,2022-09-30,858," $18,062.50 ",SDS9090322,Project-277 - LES Replacement and Online Portal - Scope-1," $4,656.25 ",171293,941192095,SKJ,9295,,,,,,,,,,,,
vendor 1011,Sep,2022,6101195574,2022-09-30,858," $18,062.50 ",SDS9090385,Project-304 - Planning/ Budget & Financial Management - Scope-1 - ERP Modernization," $4,375.00 ",171225,411114214,TZN,9296,,,,,,,,,,,,
vendor 1011,Sep,2022,6101195574,2022-09-30,858," $18,062.50 ",SDS9089822,TAX  Maintenance, $500.00 ,190635,311107194,ZDT,9297,,,,,,,,,,,,
vendor 1030,Sep,2022,6101209289,2022-09-30,2929," $15,937.50 ",RtQ090054,Microsoft 365  (Project-193)," $15,937.50 ",171225,941188172,TTB,9298,,,,,,,,,,,,
vendor 1030,Sep,2022,6101215690,2022-09-30,2972," $16,095.00 ",SDS9090215,Student-Aid Backend Integration - Scope-1 (Project-123)," $1,998.00 ",111173,311107266,DRLL,9299,,,,,,,,,,,,
vendor 1030,Sep,2022,6101215690,2022-09-30,2972," $16,095.00 ",SDS9090317,Project-273 -  CFSA Security Upgrade - Scope-1," $2,331.00 ",171293,941192091,FLM,9300,,,,,,,,,,,,
vendor 1030,Sep,2022,6101215690,2022-09-30,2972," $16,095.00 ",SDS9089753,Agile Process Activities, $222.00 ,111508,311107186,LGR,9301,,,,,,,,,,,,
vendor 1030,Sep,2022,6101215690,2022-09-30,2972," $16,095.00 ",SDS9089762,SKJ - R - Database SRVs," $1,498.50 ",100013000,311107191,SKJ,9302,,,,,,,,,,,,
vendor 1030,Sep,2022,6101215690,2022-09-30,2972," $16,095.00 ",CON7089874,Overcharged on Aug 2021 Invoice #21964 will be recovered on Sept 2021 invoice 22163," $3,274.50 ",171318,941192402,TTB,9303,,,,,,,,,,,,
vendor 1030,Sep,2022,6101215690,2022-09-30,2972," $16,095.00 ",SDS9090343,Project-287- FIPPA Solution Updated - Scope-1," $1,692.75 ",161017,161017,FLM,9304,,,,,,,,,,,,
vendor 1030,Sep,2022,6101215690,2022-09-30,2972," $16,095.00 ",SDS9090319,Project-274 -  inFACT Security Upgrade - Scope-1," $2,664.00 ",171293,941192093,FVN,9305,,,,,,,,,,,,
vendor 1030,Sep,2022,6101215690,2022-09-30,2972," $16,095.00 ",SDS9090314,Project-271 -  IT Transformation Plan - Scope-1," $2,414.25 ",171293,941192092,FLM,9306,,,,,,,,,,,,
vendor 1024,Sep,2022,6101219237,2022-10-06,10029967," $18,635.40 ",SOM7081794,Database SRVs," $5,397.84 ",930092432,171318,TTB,9307,,,,,,,,,,,,
vendor 1024,Sep,2022,6101219237,2022-10-06,10029967," $18,635.40 ",SOM7087828,AIMS Replacement (Project-217), $257.04 ,930092432,171318,TTB,9308,,,,,,,,,,,,
vendor 1024,Sep,2022,6101219237,2022-10-06,10029967," $18,635.40 ",SOM7081805,Database SRVs - Incident (Break Fix)," $8,996.40 ",171318,941192432,TTB,9309,,,,,,,,,,,,
vendor 1024,Sep,2022,6101219237,2022-10-06,10029967," $18,635.40 ",SOM7089667, PRoMPT – Maintenance, $257.04 ,171318,0,TTB,9310,,,,,,,,,,,,
vendor 1024,Sep,2022,6101219237,2022-10-06,10029967," $18,635.40 ",SOM7087456,Apprenticeship Transformation, $771.12 ,171318,0,TTB,9311,,,,,,,,,,,,
vendor 1024,Sep,2022,6101219237,2022-10-06,10029967," $18,635.40 ",RtQ080610,SCCM - Vulnerability Management," $1,477.98 ",930092432,171318,TTB,9312,,,,,,,,,,,,
vendor 1024,Sep,2022,6101219237,2022-10-06,10029967," $18,635.40 ",SOM7081098,Completion of Payment Gate--# 4 (25% of project), $64.26 ,930092432,171318,TTB,9313,,,,,,,,,,,,
vendor 1024,Sep,2022,6101219237,2022-10-06,10029967," $18,635.40 ",SOM7088835,CO-Incidents, $449.82 ,171318,0,TTB,9314,,,,,,,,,,,,
vendor 1024,Sep,2022,6101219237,2022-10-06,10029967," $18,635.40 ",SOM7083467,Software Installation, $706.86 ,930092432,171318,TTB,9315,,,,,,,,,,,,
vendor 1024,Sep,2022,6101219237,2022-10-06,10029967," $18,635.40 ",SOM7083669,CAMA System - Scope-1 Phase 1 - Project-227, $128.52 ,930092432,171318,TTB,9316,,,,,,,,,,,,
vendor 1024,Sep,2022,6101219237,2022-10-06,10029967," $18,635.40 ",SOM7081081,LAB Upgrade - Project237, $128.52 ,930092432,171318,TTB,9317,,,,,,,,,,,,
vendor 1030,Sep,2022,6101209287,2022-09-30,3000," $19,430.00 ",SDS9090093,RFSO Transition Project -  Scope-1 (Project-214)," $19,430.00 ",171318,941192469,TTB,9318,,,,,,,,,,,,
vendor 1041,Sep,2022,6101222615,2022-10-11,2569," $14,500.00 ",SDS9090093,RFSO Transition Project -  Scope-1 (Project-214)," $14,500.00 ",171318,941192469,TTB,9319,,,,,,,,,,,,
vendor 1045,Jul,2022,6101219244,2022-08-13,INP-022111," $28,710.00 ",WTS7089508,WSH LINK Replacement - Scope-1," $28,710.00 ",200041097,941184306,TTB,9320,,,,,,,,,,,,
vendor 1045,Aug,2022,6101219244,2022-09-26,INP-025941," $28,710.00 ",WTS7089508,WSH LINK Replacement - Scope-1," $28,710.00 ",200041097,941184306,TTB,9321,,,,,,,,,,,,
